Istituto Principale,Scuola,Tipo Istituto,Tipo Gestione,Indirizzo,Comune,Telefono,Fax,Email istituto,Email segreteria,Sito web,Codice MIUR,CAP
ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO,"SCUOLA PRIMARIA ""B. ZANETEL"" S.MARTINO DI CASTROZZA",Scuola Primaria,Statale,"Via Laghetto - San Martino Di Castrozza, 28",PRIMIERO SAN MARTINO DI CASTROZZA,0439/62435,0439/762466,ic.primiero@pec.provincia.tn.it,segr.icprimiero@scuole.provincia.tn.it,www.scuoleprimiero.it,TNEE81006L,38054
ISTITUTO COMPRENSIVO ROVERETO SUD,"SCUOLA SECONDARIA DI PRIMO GRADO ""F. HALBHERR"" ROVERETO",Scuola Secondaria di Primo Grado,Statale,"Via Livenza, 1",ROVERETO,0464/420532,0464/432707,ic.roveretosud@pec.provincia.tn.it,segr.ic.roveretosud@scuole.provincia.tn.it,www.icroveretosud.eu,TNMM85501X,38068
Scuola dell'infanzia di Cavedine,Scuola dell'Infanzia di Cavedine,Scuola dell'infanzia,Paritaria,"Via 4 Novembre, 19",CAVEDINE,0461-568548,,cavedine.presidente@fpsm.tn.it,cavedine.segretario@fpsm.tn.it,,,38073
"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE","LICEO SCIENTIFICO ""LA ROSA BIANCA""",Scuola Secondaria di Secondo Grado,Statale,"Via Gandhi, 1",CAVALESE,0462/341449,0462/248071,weisserose@pec.provincia.tn.it,segr.iicavalese@scuole.provincia.tn.it,www.scuolefiemme.tn.it,TNPS001015,38033
ISTITUTO COMPRENSIVO CEMBRA,"SCUOLA PRIMARIA ""P. MARCONI"" FAVER",Scuola Primaria,Statale,"Via Campagna - Faver, 1",ALTAVALLE,0461/683006,0461/682166,ic.cembra@pec.provincia.tn.it,segr.cembra@scuole.provincia.tn.it,www.iccembra.it,TNEE82202P,38030
ISTITUTO COMPRENSIVO FONDO - REVO',SCUOLA PRIMARIA SANZENO,Scuola Primaria,Statale,"Frazione Banco, 98",SANZENO,0463/831134,0463/831746,ic.fondo@pec.provincia.tn.it,segr.ic.fondo@scuole.provincia.tn.it,www.icfondorevo.it,TNEE828103,38010
ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI,SCUOLA PRIMARIA FIAVE',Scuola Primaria,Statale,"Via De Gasperi,  ",FIAVE',0465/701472,0465/702452,ic.giudicarieesteriori@pec.provincia.tn.it,segr.ic.pontearche@scuole.provincia.tn.it,www.giudicariescuola.it,TNEE83703D,38075
"ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA",ISTITUTO TECNICO PER IL SETTORE ECONOMICO,Scuola Secondaria di Secondo Grado,Statale,"Via XXIV Maggio, 7",BORGO VALSUGANA,0461/753647,0461/753364,degasperi@pec.provincia.tn.it,segr.istalcidedegasperi@scuole.provincia.tn.it,www.istalcidedegasperi.it,TNTD00201R,38051
ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI,"SCUOLA SECONDARIA DI PRIMO GRADO ""G. PRATI"" PONTE ARCHE",Scuola Secondaria di Primo Grado,Statale,"Via S. Giovanni Bosco, 14",COMANO TERME,0465/701472,0465/702452,ic.giudicarieesteriori@pec.provincia.tn.it,segr.ic.pontearche@scuole.provincia.tn.it,www.giudicariescuola.it,TNMM83701A,38070
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",ISTITUTO TECNICO PER IL SETTORE ECONOMICO,Scuola Secondaria di Secondo Grado,Statale,"Via Balista, 6",ROVERETO,0464/485511,0464/485550,donmilani@pec.provincia.tn.it,segr.donmilani@scuole.provincia.tn.it,http://www.domir.it,TNTD00901G,38068
Scuola dell'infanzia di Crosano,Scuola dell'Infanzia di Crosano,Scuola dell'infanzia,Paritaria,"Via S Biagio, 30",BRENTONICO,0464-395693,,crosano.segretario@fpsm.tn.it,crosano.segretario@fpsm.tn.it,,,38060
ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO,SCUOLA PRIMARIA TERLAGO,Scuola Primaria,Statale,"Via Degasperi - Terlago, 5",VALLELAGHI,0461/864026,0461/340648,ic.valledeilaghi@pec.provincia.tn.it,segr.ic.valledeilaghi@scuole.provincia.tn.it,www.icvalledeilaghidro.it,TNEE84402G,38070
"ISTITUTO COMPRENSIVO PERGINE 2 ""C. Freinet""",SCUOLA PRIMARIA SUSA',Scuola Primaria,Statale,"Via Don Sopperra, 61",PERGINE VALSUGANA,0461/512312,0461/530043,ic.pergine2@pec.provincia.tn.it,segr.freinet@scuole.provincia.tn.it,www.icpergine2.it,TNEE81503L,38057
ISTITUTO COMPRENSIVO PERGINE 1,SCUOLA PRIMARIA ZIVIGNAGO,Scuola Primaria,Statale,"Via Dei Spiazzi, 3",PERGINE VALSUGANA,0461/532261,0461/533167,ic.pergine1@pec.provincia.tn.it,segr.ic.pergine1@scuole.provincia.tn.it,www.icpergine1.it/,TNEE814071,38057
ISTITUTO COMPRENSIVO VILLA LAGARINA,"SCUOLA SECONDARIA DI PRIMO GRADO ""A. FRANK"" VILLA LAGARINA",Scuola Secondaria di Primo Grado,Statale,"Via Stockstadt Am Rhein, 3",VILLA LAGARINA,0464/411312,0464/411705,ic.villalagarina@pec.provincia.tn.it,segr.ic.villalagarina@scuole.provincia.tn.it,www.icvillalagarina.it,TNMM846015,38060
ISTITUTO COMPRENSIVO CENTRO VALSUGANA,"SCUOLA SECONDARIA DI PRIMO GRADO ""M. POLA"" RONCEGNO TERME",Scuola Secondaria di Primo Grado,Statale,"Via Don Meggio, 2/A",RONCEGNO TERME,0461/764581,0461/771046,ic.centrovalsugana@pec.provincia.tn.it,segr.ic.centrovalsugana@scuole.provincia.tn.it,www.iccentrovalsugana.it,TNMM81302V,38050
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,Scuola Secondaria di Secondo Grado,Statale,"Via Balista, 6",ROVERETO,0464/485511,0464/485550,donmilani@pec.provincia.tn.it,segr.donmilani@scuole.provincia.tn.it,http://www.domir.it,TNTD00950X,38068
ISTITUTO COMPRENSIVO FOLGARIA - LAVARONE - LUSERNA,"SCUOLA SECONDARIA DI PRIMO GRADO ""G. PRATI"" LAVARONE",Scuola Secondaria di Primo Grado,Statale,"Frazione Gionghi, 107/6",LAVARONE,0464/721283,0464/723563,ic.folgaria-lavarone@pec.provincia.tn.it,segr.rella.folgaria@scuole.provincia.tn.it,www.icfolgarialavaroneluserna.it,TNMM804024,38046
ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI,"SCUOLA PRIMARIA ""SAN G. BOSCO"" S.LORENZO IN BANALE",Scuola Primaria,Statale,"Via di Prato - San Lorenzo, 15/A",SAN LORENZO DORSINO,0465/701472,0465/702452,ic.giudicarieesteriori@pec.provincia.tn.it,segr.ic.pontearche@scuole.provincia.tn.it,www.giudicariescuola.it,TNEE83705G,38078
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO G. MARCONI,Scuola Secondaria di Secondo Grado,Statale,"Via Monti, 1",ROVERETO,0464/411400,0464/419130,marconi@pec.provincia.tn.it,segr.itimarconi@scuole.provincia.tn.it,www.marconirovereto.it,TNTF02000G,38068
ISTITUTO COMPRENSIVO LAVIS,"SCUOLA SECONDARIA DI PRIMO GRADO ""A. STAINER"" LAVIS",Scuola Secondaria di Primo Grado,Statale,"Via Sette, 13/A",LAVIS,0461/246535,0461/242955,ic.lavis@pec.provincia.tn.it,segr.ic.lavis@scuole.provincia.tn.it,www.iclavis.it,TNMM825014,38015
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO",ISTITUTO TECNICO PER IL SETTORE ECONOMICO,Scuola Secondaria di Secondo Grado,Statale,"Via Perlasca, 4",MEZZOLOMBARDO,0461/601122,0461/601470,martini@pec.provincia.tn.it,segr.martini.mezzolombardo@scuole.provincia.tn.it,www.martinomartini.eu,TNTD00301L,38017
ISTITUTO COMPRENSIVO TRENTO 6,SCUOLA PRIMARIA CADINE,Scuola Primaria,Statale,"Via di Coltura, 7",TRENTO,0461/236214,0461/230583,ic.trento6@pec.provincia.tn.it,segr.ic.tn6@scuole.provincia.tn.it,www.ictrento6.it,TNEE85804G,38123
ISTITUTO COMPRENSIVO FOLGARIA - LAVARONE - LUSERNA,"SCUOLA PRIMARIA ""S. LAUTON"" FOLGARIA",Scuola Primaria,Statale,"Via D Acquisto, 21/A",FOLGARIA,0464/721283,0464/723563,ic.folgaria-lavarone@pec.provincia.tn.it,segr.rella.folgaria@scuole.provincia.tn.it,www.icfolgarialavaroneluserna.it,TNEE804025,38064
ISTITUTO COMPRENSIVO TIONE,"SCUOLA SECONDARIA DI PRIMO GRADO ""LEGIONE TRENTINA"" TIONE DI TRENTO",Scuola Secondaria di Primo Grado,Statale,"Via Circonvallazione, 44",TIONE DI TRENTO,0465/321053,0465/324039,ic.tione@pec.provincia.tn.it,segr.ictione@scuole.provincia.tn.it,www.ictione.tn.it,TNMM83601E,38079
Scuola dell'infanzia di Taio,Scuola dell'Infanzia di Taio,Scuola dell'infanzia,Paritaria,"Via Edison - Taio, 3",PREDAIA,0463-468269,,taio.presidente@fpsm.tn.it,taio.segretario@fpsm.tn.it,,,38012
ISTITUTO COMPRENSIVO CAVALESE,SCUOLA PRIMARIA CAPRIANA,Scuola Primaria,Statale,"Piazza Scuole, 1",CAPRIANA,0462/340314,0462/342294,ic.cavalese@pec.provincia.tn.it,segr.cavalese@scuole.provincia.tn.it,www.iccavalese.it,TNEE809017,38030
ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO,"SCUOLA PRIMARIA ""MONS. S. WEBER"" DENNO",Scuola Primaria,Statale,"Via Colle Verde, 3",DENNO,0461/655783,0461/655783,ic.bassaanaunia@pec.provincia.tn.it,segr.ic.denno@scuole.provincia.tn.it,www.icbassaanauniatuenno.it,TNEE82903E,38010
Scuola dell'infanzia di Pressano,Scuola dell'Infanzia di Pressano,Scuola dell'infanzia,Paritaria,"Via Pilati, 16",LAVIS,0461-240394,,pressano.presidente@fpsm.tn.it,pressano.segretario@fpsm.tn.it,,,38015
ISTITUTO COMPRENSIVO ROVERETO EST,"SCUOLA PRIMARIA ""F. CAVALLIN"" VALLARSA RAOSSI",Scuola Primaria,Statale,"Frazione Raossi,  ",VALLARSA,0464/439249,0464/450456,ic.roveretoest@pec.provincia.tn.it,segr.ic.roveretoest@scuole.provincia.tn.it,www.roveretoest.it,TNEE85306E,38060
ISTITUTO COMPRENSIVO CENTRO VALSUGANA,"SCUOLA SECONDARIA DI PRIMO GRADO ""DON L. MILANI"" TELVE",Scuola Secondaria di Primo Grado,Statale,"Via Borgo, 2/A",TELVE,0461/764581,0461/771046,ic.centrovalsugana@pec.provincia.tn.it,segr.ic.centrovalsugana@scuole.provincia.tn.it,www.iccentrovalsugana.it,TNMM81301T,38050
ISTITUTO COMPRENSIVO ROVERETO EST,"SCUOLA SECONDARIA DI PRIMO GRADO ""D. CHIESA"" ROVERETO",Scuola Secondaria di Primo Grado,Statale,"Corso Rosmini, 86",ROVERETO,0464/439249,0464/450456,ic.roveretoest@pec.provincia.tn.it,segr.ic.roveretoest@scuole.provincia.tn.it,www.roveretoest.it,TNMM853018,38068
"ISTITUTO COMPRENSIVO PERGINE 2 ""C. Freinet""",SCUOLA PRIMARIA CANALE,Scuola Primaria,Statale,"Viale delle Nazioni Unite, 44",PERGINE VALSUGANA,0461/512312,0461/530043,ic.pergine2@pec.provincia.tn.it,segr.freinet@scuole.provincia.tn.it,www.icpergine2.it,TNEE81502G,38057
"ISTITUTO COMPRENSIVO DEL CHIESE ""Don L. Milani""",SCUOLA PRIMARIA STORO - LODRONE,Scuola Primaria,Statale,"Via XXIV Maggio, 115",STORO,0465/686039,0465/687076,ic.chiese-storo@pec.provincia.tn.it,segr.ic.chiese@scuole.provincia.tn.it,www.istitutodelchiese.it,TNEE83806C,38089
"ISTITUTO COMPRENSIVO TRENTO 7 ""Rita Levi Montalcini""","SCUOLA SECONDARIA DI PRIMO GRADO ""S. PEDROLLI"" GARDOLO TRENTO",Scuola Secondaria di Primo Grado,Statale,"Via 4 Novembre, 35/1",TRENTO,0461/990287,0461/994418,ic.trento7@pec.provincia.tn.it,segr.ic.tn7@scuole.provincia.tn.it,www.trento7.it,TNMM85101L,38121
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA",ISTITUTO TECNICO PER IL SETTORE ECONOMICO - LEVICO,Scuola Secondaria di Secondo Grado,Statale,"Viale Vittorio Emanuele, 5",LEVICO TERME,0461/706012,0461/531743,curie@pec.provincia.tn.it,segr.curie.pergine@scuole.provincia.tn.it,www.curiepergine.it,TNRC004015,38056
Scuola dell'infanzia di Pedersano,Scuola dell'Infanzia di Pedersano,Scuola dell'infanzia,Paritaria,"Via S Antonio, 1",VILLA LAGARINA,0464-412151,,pedersano.presidente@fpsm.tn.it,pedersano.segretario@fpsm.tn.it,,,38060
"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO",ISTITUTO TECNICO PER IL SETTORE ECONOMICO,Scuola Secondaria di Secondo Grado,Statale,"Via Brigata Acqui, 19",TRENTO,0461239955,0461230175,tambosibattisti@pec.provincia.tn.it,segr.tambositn@scuole.provincia.tn.it,http://tambosi.tn.it,TNTD18000T,38122
ISTITUTO COMPRENSIVO CENTRO VALSUGANA,"SCUOLA PRIMARIA ""T. V. GOZZER"" CASTELNUOVO",Scuola Primaria,Statale,"Piazza Municipio, 4",CASTELNUOVO,0461/764581,0461/771046,ic.centrovalsugana@pec.provincia.tn.it,segr.ic.centrovalsugana@scuole.provincia.tn.it,www.iccentrovalsugana.it,TNEE81301V,38050
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,Formazione per adulti,Statale,"Via Balista, 6",ROVERETO,0464/485511,0464/485550,donmilani@pec.provincia.tn.it,segr.donmilani@scuole.provincia.tn.it,http://www.domir.it,TNCT70100B,38068
ISTITUTO SACRO CUORE - TRENTO,LICEO ARTISTICO,Scuola Secondaria di Secondo Grado,Paritaria,"Piazza S Teresa Verzeri, 4",TRENTO,0461/981465,0461/982734,,istitutocomprensivo@istitutosacrocuore.it,www.istitutosacrocuore.it,TNPM015003,38122
ISTITUTO SALESIANO MARIA AUSILIATRICE - TRENTO,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO,Scuola Secondaria di Primo Grado,Paritaria,"Via Barbacovi, 22",TRENTO,0461/885555,0461/981972,sdbtrento@pcert.postecert.it,segreteria@sdbtrento.it,www.sdbtrento.it,TN1M00500B,38122
"ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO",LICEO SCIENTIFICO,Scuola Secondaria di Secondo Grado,Statale,"Via Durone, 53",TIONE DI TRENTO,0465/321735,0465/322811,guetti@pec.provincia.tn.it,segr.guetti@scuole.provincia.tn.it,www.guetti.tn.it,TNPS007014,38079
ISTITUTO COMPRENSIVO FONDO - REVO',SCUOLA PRIMARIA SARNONICO,Scuola Primaria,Statale,"Via Manzoni, 7",SARNONICO,0463/831134,0463/831746,ic.fondo@pec.provincia.tn.it,segr.ic.fondo@scuole.provincia.tn.it,www.icfondorevo.it,TNEE82807V,38011
ISTITUTO COMPRENSIVO CENTRO VALSUGANA,SCUOLA PRIMARIA RONCHI VALSUGANA,Scuola Primaria,Statale,"Via Marchi, 14",RONCHI VALSUGANA,0461/764581,0461/771046,ic.centrovalsugana@pec.provincia.tn.it,segr.ic.centrovalsugana@scuole.provincia.tn.it,www.iccentrovalsugana.it,TNEE813109,38050
ISTITUTO COMPRENSIVO RIVA 1,SCUOLA PRIMARIA S. ALESSANDRO RIVA DEL GARDA,Scuola Primaria,Statale,"Via S Alessandro, 11",RIVA DEL GARDA,0464/553088,0464/553088,riva1@pec.provincia.tn.it,segr.riva1@scuole.provincia.tn.it,www.riva1.it,TNEE841057,38066
ISTITUTO COMPRENSIVO VAL RENDENA,"SCUOLA PRIMARIA ""G. B. RIGHI"" MADONNA DI CAMPIGLIO",Scuola Primaria,Statale,"Via Serafini, 9",TRE VILLE,0465/501139,0465/512119,ic.valrendena@pec.provincia.tn.it,segr.ic.valrendena@scuole.provincia.tn.it,www.icvalrendena.it,TNEE834054,38070
ISTITUTO COMPRENSIVO LAVIS,SCUOLA PRIMARIA PRESSANO LAVIS,Scuola Primaria,Statale,"Via Pilati, 31",LAVIS,0461/246535,0461/242955,ic.lavis@pec.provincia.tn.it,segr.ic.lavis@scuole.provincia.tn.it,www.iclavis.it,TNEE825026,38015
Scuola dell'infanzia di Ronzo-Chienis,Scuola dell'Infanzia di Ronzo-Chienis,Scuola dell'infanzia,Paritaria,"Via Del Car, 40",RONZO-CHIENIS,0464-802944,,ronzo.chienis.presidente@fpsm.tn.it,ronzo.chienis.segretario@fpsm.tn.it,,,38060
Scuola dell'infanzia di Vermiglio,Scuola dell'Infanzia di Vermiglio,Scuola dell'infanzia,Paritaria,"Via di S Pietro, 26",VERMIGLIO,0463-758141,,vermiglio.presidente@fpsm.tn.it,vermiglio.segretario@fpsm.tn.it,,,38029
"ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO",EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,Formazione per adulti,Statale,"Via Durone, 53",TIONE DI TRENTO,0465/321735,0465/322811,guetti@pec.provincia.tn.it,segr.guetti@scuole.provincia.tn.it,www.guetti.tn.it,TNCT711002,38079
ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO,SCUOLA PRIMARIA TASSULLO,Scuola Primaria,Statale,"Piazza Pilati - Tassullo, 6",VILLE D'ANAUNIA,0461/655783,0461/655783,ic.bassaanaunia@pec.provincia.tn.it,segr.ic.denno@scuole.provincia.tn.it,www.icbassaanauniatuenno.it,TNEE82908Q,38019
"ISTITUTO COMPRENSIVO RIVA 2 ""L. Pizzini""","SCUOLA SECONDARIA DI PRIMO GRADO ""S. SIGHELE"" RIVA DEL GARDA",Scuola Secondaria di Primo Grado,Statale,"Piazza Contini, 8",RIVA DEL GARDA,0464/552170,0464/520789,ic.riva2@pec.provincia.tn.it,segr.ic.riva2@scuole.provincia.tn.it,www.riva2.it,TNMM84201T,38066
ISTITUTO COMPRENSIVO BRENTONICO,SCUOLA SECONDARIA DI PRIMO GRADO BRENTONICO,Scuola Secondaria di Primo Grado,Statale,"Via Calzolari - Localita Fontana, 2",BRENTONICO,0464/395189,0464/392710,ic.brentonico@pec.provincia.tn.it,segr.ic.brentonico@scuole.provincia.tn.it,,TNMM861017,38060
ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO,SCUOLA PRIMARIA CAVEDINE,Scuola Primaria,Statale,"Via Don Negri, 21",CAVEDINE,0461/864026,0461/340648,ic.valledeilaghi@pec.provincia.tn.it,segr.ic.valledeilaghi@scuole.provincia.tn.it,www.icvalledeilaghidro.it,TNEE84406Q,38073
Scuola dell'infanzia di Ziano di Fiemme,Scuola dell'Infanzia di Ziano di Fiemme,Scuola dell'infanzia,Paritaria,"Piazza Italia, 8",ZIANO DI FIEMME,3703621992,,greta.giacomuzzi@virgilio.it,ziano.segretario@fpsm.tn.it,,,38030
Scuola dell'infanzia di Pinzolo,Scuola dell'Infanzia di Pinzolo,Scuola dell'infanzia,Paritaria,"Via Al Sole, 43",PINZOLO,0465-501019,,pinzolo.presidente@fpsm.tn.it,pinzolo.segretario@fpsm.tn.it,,,38086
Centro Formazione Professionale ENAIP - Primiero,SETTORE SERVIZI,Formazione professionale,Paritaria,"Via Forno - Transacqua, 12",PRIMIERO SAN MARTINO DI CASTROZZA,0439/762057,0439/762833,cfp.primiero@pec.it,cfp.primiero@enaip.tn.it,www.enaiptrentino.it,TNFP253STA,38054
Centro Formazione Professionale ENAIP - Primiero,SETTORE INDUSTRIA E ARTIGIANATO,Formazione professionale,Paritaria,"Via Forno - Transacqua, 12",PRIMIERO SAN MARTINO DI CASTROZZA,0439/762057,0439/762833,cfp.primiero@pec.it,cfp.primiero@enaip.tn.it,www.enaiptrentino.it,TNFP253STA,38054
Centro Formazione Professionale ENAIP - Tione di Trento,SETTORE INDUSTRIA E ARTIGIANATO,Formazione professionale,Paritaria,"Via Durone, 57",TIONE DI TRENTO,0465/321316,0465/322091,cfp.tione@pec.it,cfp.tione@enaip.tn.it,www.enaiptrentino.it,TNCF001001,38079
Centro Formazione Professionale ENAIP - Villazzano,SETTORE INDUSTRIA E ARTIGIANATO,Formazione professionale,Paritaria,"Via Asiago, 14",TRENTO,0461/920386,0461/914935,cfp.villazzano@pec.it,cfp.villazzano@enaip.tn.it,www.enaiptrentino.it,TNCF008001,38123
Centro Formazione Professionale ENAIP - Borgo Valsugana,SETTORE INDUSTRIA E ARTIGIANATO,Formazione professionale,Paritaria,"Via Giamaolle, 15",BORGO VALSUGANA,0461/753037,0461/752070,cfp.borgo@pec.it,cfp.borgo@enaip.tn.it,www.enaiptrentino.it,TNFP250STA,38051
Circolo di coordinamento n. 7,"Scuola dell'Infanzia di Grumo ""Il giardino del sole""",Scuola dell'infanzia,Statale,"Via Marconi, 65/A",SAN MICHELE ALL'ADIGE,0461/650630,0461/494334,scuolainfanzia.grumo@scuole.provincia.tn.it,circolo.coordinamento07@provincia.tn.it,,,38098
Istituto Formazione Professionale Alberghiero - Levico,SETTORE SERVIZI,Formazione professionale,Statale,"Via Ziehl, 5",LEVICO TERME,0461/706294,0461/702025,ifpa.levicoterme@pec.provincia.tn.it,segr.ifpa.levicoterme@scuole.provincia.tn.it,www.alberghierolevico.it,TNCF010001,38056
Circolo di coordinamento n. 10,Scuola dell'Infanzia di Isera,Scuola dell'infanzia,Statale,"Vicolo Zandonai,  ",ISERA,0464/437292,0464/493115,scuolainfanzia.isera@scuole.provincia.tn.it,circolo.coordinamento10@provincia.tn.it,,,38060
ISTITUTO COMPRENSIVO ISERA - ROVERETO,"SCUOLA PRIMARIA ""R. LEVI MONTALCINI"" ISERA",Scuola Primaria,Statale,"Viale Provinciale,  ",ISERA,0464/431515,0464/489616,ic.isera-rovereto@pec.provincia.tn.it,segr.ic.isera_rovereto@scuole.provincia.tn.it,www.isera-rovereto.it,TNEE84501A,38060
Circolo di coordinamento n. 5,Scuola dell'Infanzia di Trento Piedicastello,Scuola dell'infanzia,Statale,"Via Dos Trento, 86",TRENTO,0461/983539,0461/497257,scuolainfanzia.piedicastello@scuole.provincia.tn.it,circolo.coordinamento05@provincia.tn.it,,,38122
ISTITUTO COMPRENSIVO CIVEZZANO,"SCUOLA PRIMARIA ""G. B. BORSIERI"" CIVEZZANO",Scuola Primaria,Statale,"Via Telvana, 6",CIVEZZANO,0461/858485,0461/858901,ic.civezzano@pec.provincia.tn.it,segr.i.c.civezzano@scuole.provincia.tn.it,www.iccivezzano.eu,TNEE817016,38045
Circolo di coordinamento n. 9,Scuola dell'Infanzia di Rovereto Noriglio,Scuola dell'infanzia,Statale,"Via Romani, 4",ROVERETO,0464 437430,0464/493117,scuolainfanzia.noriglio@scuole.provincia.tn.it,circolo.coordinamento09@provincia.tn.it,,,38068
ISTITUTO COMPRENSIVO CEMBRA,SCUOLA PRIMARIA STEDRO SEGONZANO,Scuola Primaria,Statale,"Frazione Stedro, 68",SEGONZANO,0461/683006,0461/682166,ic.cembra@pec.provincia.tn.it,segr.cembra@scuole.provincia.tn.it,www.iccembra.it,TNEE82207X,38047
ISTITUTO COMPRENSIVO CAVALESE,SCUOLA PRIMARIA VARENA,Scuola Primaria,Statale,"Via Mercato, 10",VILLE DI FIEMME,0462/340314,0462/342294,ic.cavalese@pec.provincia.tn.it,segr.cavalese@scuole.provincia.tn.it,www.iccavalese.it,TNEE80909G,38030
ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA,"SCUOLA PRIMARIA ""L. Nicolussi"" MOLVENO",Scuola Primaria,Statale,"Piazza Scuole, 2",MOLVENO,0461/601125,0461/601125,ic.mezzolombardo@pec.provincia.tn.it,segr.ic.mezzolombardo@scuole.provincia.tn.it,www.icmezzolombardopaganella.it,TNEE82407G,38018
ISTITUTO COMPRENSIVO LEVICO TERME,"SCUOLA PRIMARIA ""G. ROSANELLI"" TENNA",Scuola Primaria,Statale,"Via Albere, 2",TENNA,0461/706146,0461/706099,ic.levicoterme@pec.provincia.tn.it,segr.ic.levico@scuole.provincia.tn.it,www.iclevico.eu,TNEE818045,38050
ISTITUTO COMPRENSIVO FONDO - REVO',SCUOLA PRIMARIA CAVARENO,Scuola Primaria,Statale,"Piazzale Savera, 1",CAVARENO,0463/831134,0463/831746,ic.fondo@pec.provincia.tn.it,segr.ic.fondo@scuole.provincia.tn.it,www.icfondorevo.it,TNEE82802N,38011
Centro Formazione Professionale ENAIP - Ossana,SETTORE SERVIZI,Formazione professionale,Paritaria,"Via Di S Antonio, 1",OSSANA,0463/751102,0463/751987,cfp.ossana@pec.it,cfp.ossana@enaip.tn.it,www.enaiptrentino.it,TNFP252STA,38026
ISTITUTO COMPRENSIVO TAIO,SCUOLA PRIMARIA TAIO,Scuola Primaria,Statale,"Via Heroldsberg - Taio, 5",PREDAIA,0463/468193,0463/467616,ic.taio@pec.provincia.tn.it,segr.ictaio@scuole.provincia.tn.it,www.ictaio.it,TNEE826033,38012
Scuola dell'infanzia di Denno,Scuola dell'Infanzia di Denno,Scuola dell'infanzia,Paritaria,"Via Ossanna, 3",DENNO,0461-655960,,denno.segretario@fpsm.tn.it,denno.segretario@fpsm.tn.it,,,38010
Circolo di coordinamento n. 9,"Scuola dell'Infanzia di Tierno Mori  ""Il girasole""",Scuola dell'infanzia,Statale,"Via della Cooperazione, 20",MORI,0464/917200,0464/493117,scuolainfanzia.tierno@scuole.provincia.tn.it,circolo.coordinamento09@provincia.tn.it,,,38065
Circolo di coordinamento n. 3,"Scuola dell'Infanzia di Trento Cristo Re ""Piccolo Principe""",Scuola dell'infanzia,Statale,"Via Senesi, 3",TRENTO,0461/824334,0461/497257,scuolainfanzia.cristore@scuole.provincia.tn.it,circolo.coordinamento03@provincia.tn.it,,,38121
Circolo di coordinamento n. 9,"Scuola dell'Infanzia di Rovereto ""C. Battisti""",Scuola dell'infanzia,Statale,"Via Udine, 21",ROVERETO,0464/431239,0464/493117,scuolainfanzia.battisti@scuole.provincia.tn.it,circolo.coordinamento09@provincia.tn.it,,,38068
Scuola dell'infanzia di Tesero,Scuola dell'Infanzia di Tesero,Scuola dell'infanzia,Paritaria,"Via Fia, 20",TESERO,0462-813045,,tesero.presidente@fpsm.tn.it,tesero.segretario@fpsm.tn.it,,,38038
Scuola dell'infanzia di Villa Lagarina,Scuola dell'Infanzia di Villa Lagarina,Scuola dell'infanzia,Paritaria,"Via Monsignor Gosetti, 3",VILLA LAGARINA,0464-411101,,villalagarina.presidente@fpsm.tn.it,villalagarina.segretario@fpsm.tn.it,,,38060
ISTITUTO COMPRENSIVO MORI,SCUOLA PRIMARIA MORI,Scuola Primaria,Statale,"Via Scuole, 21",MORI,0464/918669,,ic.mori@pec.provincia.tn.it,segr.ic.mori@scuole.provincia.tn.it,www.icmori.it/,TNEE84901N,38065
ISTITUTO COMPRENSIVO MORI,SCUOLA PRIMARIA RONZO CHIENIS,Scuola Primaria,Statale,"Via Del Car, 38",RONZO-CHIENIS,0464/918669,,ic.mori@pec.provincia.tn.it,segr.ic.mori@scuole.provincia.tn.it,www.icmori.it/,TNEE84903Q,38060
